Cloudiness,Weather_type,latitude,longitude,City_id,Visibility,CountryID,Country,Sunrise_Time,Sunset_Time,Temperature,humidity,pressure,Min_temp,Max_temp,Wind_Speeed,Data_cal_Time,cod
8,Fog,-43.53,172.64,900001416,1000,8278,NZ,2018-03-24 00:06:48,2018-03-24 12:03:43,283.15,100,1015,283.15,283.15,0.5,2018-03-24 21:30:00,200
88,Fog,-43.33,172.64,900001280,1000,8278,NZ,2018-03-24 00:06:46,2018-03-24 12:03:45,283.15,100,1015,283.15,283.15,0.5,2018-03-24 21:30:00,200
8,Fog,-43.8,172.97,900000676,1000,8278,NZ,2018-03-24 00:05:30,2018-03-24 12:02:21,283.15,100,1015,283.15,283.15,0.5,2018-03-24 21:30:00,200
8,Fog,-43.53,172.64,900001410,1000,8278,NZ,2018-03-24 00:06:48,2018-03-24 12:03:43,283.15,100,1015,283.15,283.15,0.5,2018-03-24 21:30:00,200
20,Clouds,-41.02,175.53,900000558,10000,8295,NZ,2018-03-23 23:54:55,2018-03-24 11:52:32,289.15,87,1019,289.15,289.15,6.2,2018-03-24 21:30:00,200
0,Clear,-41.29,174.78,900000585,10000,8295,NZ,2018-03-23 23:57:58,2018-03-24 11:55:29,289.15,87,1019,289.15,289.15,6.2,2018-03-24 21:30:00,200
92,Rain,-36.95,174.97,900000182,10000,8276,NZ,2018-03-23 23:56:43,2018-03-24 11:55:19,290.15,100,1021,290.15,290.15,0.5,2018-03-24 21:30:00,200
24,Rain,-36.85,174.77,900000109,10000,8276,NZ,2018-03-23 23:57:30,2018-03-24 11:56:08,290.15,100,1021,290.15,290.15,0.5,2018-03-24 21:30:00,200
80,Rain,-36.81,175.48,900000467,10000,8276,NZ,2018-03-23 23:54:39,2018-03-24 11:53:18,290.15,100,1021,290.15,290.15,0.5,2018-03-24 21:30:00,200
24,Rain,-41.21,174.91,900000507,10000,8295,NZ,2018-03-23 23:57:26,2018-03-24 11:54:59,289.15,87,1019,289.15,289.15,6.2,2018-03-24 21:30:00,200
24,Rain,-36.85,174.77,900000110,10000,8276,NZ,2018-03-23 23:57:30,2018-03-24 11:56:08,290.15,100,1021,290.15,290.15,0.5,2018-03-24 21:30:00,200
0,Fog,-43.66,172.2,900001278,1000,8278,NZ,2018-03-24 00:08:34,2018-03-24 12:05:27,283.15,100,1015,283.15,283.15,0.5,2018-03-24 21:30:00,200
92,Rain,-36.99,175.04,900000241,10000,8276,NZ,2018-03-23 23:56:26,2018-03-24 11:55:02,290.15,100,1021,290.15,290.15,0.5,2018-03-24 21:30:00,200
